transaction_id,vendor,amount,category,date,payment_method,note
2fbe1d5f-0447-477c-9995-ec0a94b2b17e,VF Corporation,7.35,Clothing,2025-04-30,Visa,Grow kitchen one attention believe early.
852d44e8-1564-462a-8f62-c603ea9466a4,Synchrony Financial,30.3,CreditCard,2025-03-12,Apple Pay,Hospital per identify worker better institution attention.
ed0ac840-04bb-4d6b-8e8d-e8321abe018e,First Republic Bank,110.34,BankFees,2025-02-11,MasterCard,Law over newspaper.
dc251236-2362-4c81-ae19-adbb366437fd,Catalent,6.61,Pharmacy,2025-06-15,MasterCard,Whether account various eat get successful.
a2d4333a-2a0a-40e7-9728-a89c89c332c2,ON Semiconductor,5.21,Electronics,2025-05-10,AmEx,Outside statement receive.
ece1865d-22ba-4108-b139-7370041b573b,Lockheed Martin,24.07,Defense,2025-06-26,MasterCard,Throw down bit.
1aed73a3-e4a8-459e-af50-a7ae443fc03e,MetLife,108.65,Insurance,2025-04-02,AmEx,Million that section sure.
634f1d9a-cdd2-4abb-8c6b-53f0318ef197,Willis Towers Watson,15.2,Insurance,2025-05-27,MasterCard,To beyond always end.
3e5b5a33-8cea-4d67-89ea-7130bf31fc27,Coterra Energy,28.31,Gas,2025-02-09,AmEx,State standard through view large fast.
c1d9a262-46e9-4c77-aa9e-b72b10dc41ba,Stryker Corporation,6.7,MedicalSupplies,2025-01-13,AmEx,Expect appear series use myself mission.
3aaf5b5d-3219-4c26-bd60-c5478129ade8,Walmart,6.42,Groceries,2025-02-09,Visa,Skin cold more.
38fd4d47-e533-4b11-ac07-60732b63bb92,PPG Industries,172.59,Paint,2025-01-12,AmEx,Draw where key.
eeb21109-a95a-4859-8da1-6bea55efdda1,Zebra Technologies,134.23,Electronics,2025-02-15,Apple Pay,Form thank today else name east.
6d42dbb6-2afe-4e1b-b82f-14e8ea4feb8d,Cadence Design Systems,5.2,Software,2025-02-16,MasterCard,Guy can house project high spring.
9b3aa4f1-c969-44ad-9b09-b6de762b045c,Textron,121.31,Aerospace,2025-03-06,Apple Pay,Offer TV bring anything security than.
41348635-9b5d-4734-bd73-be574ff82fec,Emerson Electric,40.77,Hardware,2025-05-27,PayPal,Explain list either example suggest.
8e96b024-5eae-4d91-a8f2-97d278e71049,Amazon,80.97,Shopping,2025-06-17,Visa,Single quite west would across know.
9cc014b7-1186-47cf-92af-b3eeca3b25e7,Corteva,24.26,Fertilizer,2025-02-06,MasterCard,End of put would peace.
75e0a51b-0c21-413b-bb31-778483537136,Alaska Air Group,28.99,Airfare,2025-02-26,PayPal,Situation strategy resource him.
a3b49f5c-ce1e-4bb2-a642-b696293fad54,3M,26.84,Hardware,2025-04-17,Apple Pay,Put describe herself purpose society.
1a3f412c-1de2-4df9-93af-c291b6c4f862,Citizens Financial Group,43.97,BankFees,2025-06-07,AmEx,Executive blue light.
1961cbdb-9045-4e58-a603-3315aaded6bf,Public Service Enterprise Group,6.02,Electric,2025-05-26,AmEx,Strategy always choose worry laugh.
a05fcd2e-9fb7-4b8a-8338-aa03bd1d0638,Amgen,6.22,Pharmacy,2025-07-05,MasterCard,Off nothing around television prevent.
8c0fb00d-6a40-4702-804c-bdc75560daae,Mid-America Apartment Communities,14.72,Rent,2025-01-11,MasterCard,Site everybody enjoy cultural.
645109c8-f4a7-481f-b5a1-2724ec5b27c0,ServiceNow,48.79,Software,2025-06-12,Apple Pay,Next recognize in range.
b59bebd9-3101-45aa-893e-1643ab631f35,Tyler Technologies,9.02,Software,2025-04-08,Visa,Same head describe share.
6127d96a-dd9f-419f-870b-8fed4b6b6117,Fortive,44.76,Electronics,2025-01-11,PayPal,Sound clearly various despite newspaper later.
9938ea7f-3dc2-4501-873e-58f535ca1ede,Mid-America Apartment Communities,140.15,Rent,2025-06-15,AmEx,Forward class will start indicate under.
aa596dca-2a57-463c-8799-1d00194c4ee3,Edwards Lifesciences,8.94,MedicalSupplies,2025-04-19,MasterCard,Official around interview school.
ae794e98-6f80-4fb4-b44a-a7b57cf1da82,Carrier Global,44.66,Appliances,2025-03-21,PayPal,Late own because should group others.
4aee538f-3eed-4cc8-b61b-a4a588d49739,NXP Semiconductors,23.46,Electronics,2025-04-20,MasterCard,Key size then anyone marriage guess.
e331501b-722d-4807-9246-b1ffb3a9fe6f,Principal Financial Group,81.04,Investments,2025-02-17,Apple Pay,Performance know kind race.
857e1393-1f1d-45ea-b2cf-f381cdfc1f67,Smucker (J.M.),7.8,Groceries,2025-04-10,MasterCard,Myself early here month technology until.
8299b739-4b85-42b3-b7a7-ed588291f91e,O'Reilly Auto Parts,47.19,CarMaintenance,2025-02-10,MasterCard,Cut fear born.
fad5083e-0eb2-44ad-abb4-f1aaa041e09a,Franklin Resources,72.83,Investments,2025-04-23,AmEx,Physical box market strong hold.
3d417fe6-e547-4561-986a-4cd5498a6252,Boston Scientific,115.74,Health,2025-05-26,Visa,Everybody southern or inside history.
a7bc7c03-a893-4dc6-b7e5-d998efaf38a7,Zebra Technologies,45.99,Electronics,2025-01-12,Apple Pay,Bag provide determine.
b0a8b275-4a3a-4dbf-a512-42ba35ebdaa1,General Mills,27.5,Groceries,2025-02-15,Visa,Above unit recent voice most challenge.
6eacdcd5-b810-4ae5-9843-5e98042f23aa,Charter Communications,38.48,Internet,2025-02-06,AmEx,Executive that total type life.
87d73019-d16d-4ac3-80e3-950806e9d0f1,Wells Fargo,81.27,BankFees,2025-02-04,MasterCard,Wall sea as water service.
063e1b80-05b6-41eb-9210-8f80de673e7e,NortonLifeLock,33.82,SecuritySystem,2025-02-16,Visa,Bill why already boy.
cca58ffe-fd23-4242-b080-5b754299d66b,Wynn Resorts,6.23,Casino,2025-03-05,MasterCard,Suffer second raise worry remain later.
e3dde1d0-3d21-447e-89ec-70991051b63d,Evergy,106.92,Electric,2025-06-21,MasterCard,Manage moment seven the.
3b5059ba-eda5-447c-8648-4c5ada141f4f,FactSet,46.79,FinanceCharges,2025-04-20,MasterCard,Short wait customer house.
64fac411-c107-4b9a-8fed-3bb2f51393c8,Northern Trust,45.14,Investments,2025-06-18,AmEx,Air audience town can or.
bbcc07eb-ddd3-45a7-95b2-214c9f20f5dd,IDEXX Laboratories,9.72,Veterinary,2025-07-08,AmEx,Explain artist to sometimes sound prove.
40a05e33-20ad-4269-8816-4a7001510aa3,Coca-Cola Company,43.02,Drinks,2025-05-08,Visa,Forward dark those just.
526b46f7-c2e9-452e-b2b2-b3f2ab57dd76,Federal Realty,20.03,Rent,2025-05-06,Visa,Example ask experience expert purpose floor.
fddad9ef-33d8-40bb-ab80-787615f6444c,PulteGroup,42.13,Mortgage,2025-07-10,Visa,Police miss college born phone believe.
f2e0dac8-6b0b-4fef-ba11-2b0b9f42b925,Generac,9.51,Electronics,2025-03-20,PayPal,Individual meet certain.
096d80e8-e17e-4dc1-ad0d-4168e4c322f0,CDW,42.9,Electronics,2025-03-27,PayPal,You choice small life fire edge.
67e06c51-e103-494a-bc7d-c58680649eed,Unum Group,297.67,Insurance,2025-04-05,AmEx,Today wrong still.
285d9202-4b23-4cdd-b455-2a7d09027e9c,Marathon Oil,6.98,Gas,2025-04-05,Visa,Apply decade guy improve.
9614f8e2-2e0a-46f7-93d0-b23984b222f8,Teledyne Technologies,151.19,Electronics,2025-03-10,Apple Pay,Tough social see always.
2690ad05-72bd-4b95-bae9-24f5397f2289,Occidental Petroleum,20.9,Gas,2025-01-16,MasterCard,Production treatment poor anyone contain.
4580f41d-12a6-4c68-912f-b4a3257b4d26,Cboe Global Markets,81.84,InvestmentFees,2025-03-17,Visa,Least painting director general song.
3792310a-f4e8-4537-8da7-d0a1810a3a2e,State Street Corporation,61.0,Investments,2025-07-02,AmEx,Information expect case of.
f9961ce8-dfc4-47f6-a702-5b189e160eeb,Alaska Air Group,33.48,Airfare,2025-04-20,AmEx,Three cut example.
a12a8850-a7e4-4041-8270-45d3efe69f29,Zions Bancorporation,53.65,BankFees,2025-06-14,Visa,Then least hard majority.
3dbab30d-6e36-4a4b-89e8-daeb7ff0751a,ExxonMobil,84.32,Gas,2025-05-28,PayPal,Be pass staff.
a7ea925a-dedd-49c3-991b-2aeaa287ed6e,Caterpillar,20.71,Hardware,2025-06-21,Apple Pay,Prove soldier figure.
7ab68a46-8b63-4a78-aeff-71aef7d9a244,Xilinx,15.84,Electronics,2025-06-17,AmEx,Animal side because know how who.
01108e99-e981-4f53-8504-c12d3a800968,Monolithic Power Systems,44.06,Electronics,2025-02-03,PayPal,Now unit interest why.
e46c9832-b479-4280-a7ae-87efb1685ec6,PPG Industries,65.98,Paint,2025-07-03,PayPal,Account soon war.
e2fbcdf0-bdc8-4967-8c28-5c021c9c12c4,Xilinx,57.47,Electronics,2025-01-24,MasterCard,Through will soldier theory including organization.
89508792-6195-41d8-b9b0-4d52e47c7cd8,MSCI,63.94,Investments,2025-03-21,MasterCard,Audience hot receive.
95814d7c-cc3c-494f-b48a-a72ea4fd2744,Ameriprise Financial,22.88,FinanceCharges,2025-06-15,AmEx,Story wait reach power language by better.
3a1ebe73-a951-400d-b97e-f121b727f825,CME Group,68.11,InvestmentFees,2025-05-23,PayPal,Partner fish individual military environmental traditional.
327fe25c-f949-4571-bb3d-6747d0e50b2d,Pinnacle West Capital,5.12,Electric,2025-02-19,Apple Pay,Start picture bank.
48370d91-c023-4108-98ed-3e9b0c73fa5f,Diamondback Energy,31.45,Gas,2025-01-22,AmEx,Only carry contain almost next.
99461a52-f5e8-4899-9285-774e101724b9,Ecolab,5.23,Cleaning,2025-05-11,Visa,Out analysis fact offer difficult.
d6bbd5b3-a7e5-4b62-86d6-fb206e89a8f3,American Tower,15.7,Utilities,2025-04-01,Apple Pay,Because question ask know.
e72d284b-07b8-4b9e-8f7f-3a3ac4a34579,MarketAxess,18.26,Investments,2025-03-07,MasterCard,Time short radio.
941f42cf-682b-4dfe-967b-4e2fc05f48c3,Ameriprise Financial,20.18,FinanceCharges,2025-04-09,Visa,Part she fall.
6135b313-2ce4-4d09-aea4-d016bef530cb,Home Depot,47.56,HomeImprovement,2025-06-18,AmEx,Event difference expert.
bf5dd7b5-ae50-461e-896a-cb4c33242f65,Targa Resources,19.68,Gas,2025-01-22,Apple Pay,Easy might much yeah family.
b8446f58-e7aa-4700-8c4b-ee322149ad36,Jack Henry & Associates,23.82,Software,2025-05-20,Visa,Fly popular education every.
25f1bac0-5450-4fb3-a52c-5a3e574923fc,Align Technology,10.85,Health,2025-05-19,MasterCard,Himself service trade year myself fish.
3aea8ac1-df0f-43a4-a6b9-8ca33b7dcaaf,Northrop Grumman,18.69,Defense,2025-04-27,Visa,Task choice son.
f35a476c-f200-4ec8-8447-f45eff87bb01,IQVIA,10.31,MedicalSupplies,2025-06-11,AmEx,Impact black challenge majority ago.
d746b2ba-e7e1-46b5-af55-88d687c17aea,SL Green Realty,8.04,Rent,2025-03-31,PayPal,Reach provide indeed also size create.
6b3ef4d6-6f94-4761-81de-00eed39bd3a5,Juniper Networks,37.0,Software,2025-01-22,AmEx,Into both hope listen.
5f4a5240-3548-4646-abea-6c327ea05a04,AutoZone,44.13,CarMaintenance,2025-01-27,Apple Pay,Lawyer billion community drug head.
1b83919f-8947-4414-8ce2-258b3dcf11cd,General Dynamics,38.65,Defense,2025-05-24,AmEx,Find conference care foot every read ago.
662ccdbf-1d60-47ec-89a1-fe719f1e54ba,Ventas,24.91,Rent,2025-04-04,AmEx,Guess tax agency wide better assume.
a0fdb8c9-0727-4ce1-9b29-278871b4a002,Chipotle Mexican Grill,19.11,DiningOut,2025-03-18,Visa,Happy easy couple miss style.
8c9b6631-a783-4b16-b3fe-f4b4bc661b9b,DexCom,79.61,MedicalSupplies,2025-03-20,PayPal,Site artist save lay protect program.
e52b07e1-07ad-4495-aa1b-4f73f1973d05,DexCom,29.28,MedicalSupplies,2025-05-14,AmEx,Sure about surface author how.
8ccc6a69-f68c-4131-bebe-11ab871f632c,McCormick & Company,26.09,Groceries,2025-06-25,MasterCard,Letter as thousand but plant.
1ed5e3f0-b467-4e40-82b5-65c568e2db26,Ross Stores,6.04,Clothing,2025-01-13,Visa,Person beautiful unit.
7a67f0cb-66c9-40e3-bfea-6178cf941ac6,Atmos Energy,16.7,GasBill,2025-01-20,AmEx,For day eight.
75bd1728-ac97-4b96-b753-463d42135130,SVB Financial,19.13,BankFees,2025-02-22,PayPal,Standard beautiful myself south above.
f45a5e48-dae5-4e24-a205-7230ac7b7b88,RTX Corporation,20.35,Defense,2025-02-10,MasterCard,Service position her.
d6d03800-2a08-429d-996f-20a3b1c671f8,Marsh & McLennan,34.72,Insurance,2025-06-25,PayPal,Information executive personal.
e0e51491-d153-4ec2-bb01-437a9d3c46e8,Take-Two Interactive,30.51,Games,2025-02-27,PayPal,Partner task picture.
23cfdcd0-cf19-42bd-82a6-b67f9a6364d1,Loews Corporation,37.45,Insurance,2025-01-16,PayPal,Hard may executive PM a relate.
7ea54481-5999-444a-b6ae-a39386dd04d7,Meta Platforms,57.91,Advertising,2025-05-11,PayPal,Network sign two wife law.
28a552a2-a880-43b0-ab61-6fad47e061ca,Edison International,67.06,Electric,2025-06-20,PayPal,Above partner rest difficult can.
62df326c-4961-459e-b70e-18bc367f34c1,Vulcan Materials,50.65,Construction,2025-07-02,Apple Pay,Service mean step compare rock nor.
27061fb9-2865-457a-badd-a25fd35f243f,Merck & Co.,124.51,Pharmacy,2025-02-28,Apple Pay,Theory understand despite participant.
df6c9a39-3674-47d5-b270-2afce4d80f6b,Paychex,5.74,Payroll,2025-02-02,MasterCard,Network firm society indeed.
6b4ef7a0-0129-49a9-bec7-e01c2e88d09c,Boeing,8.72,Travel,2025-03-18,MasterCard,Particular factor student possible rich.
f600fc33-8b1c-4846-9106-4d1901fbf847,Zebra Technologies,5.3,Electronics,2025-05-29,MasterCard,Blue trouble these lawyer.
631c363d-20d5-4159-83bf-9078a67a3b4b,SVB Financial,41.71,BankFees,2025-05-22,MasterCard,Future enough collection.
88b92a19-d4fb-4bbd-8570-6b2cd46f40bb,American Airlines Group,91.32,Airfare,2025-03-24,Visa,Suggest keep interesting.
5e81ddc8-d567-4af5-88fb-2e0586bffef1,Pentair,11.16,HomeImprovement,2025-03-21,MasterCard,Wide sit machine system likely.
6e5d9a43-78ae-4db7-ba45-ae65f54ba0cd,Targa Resources,104.71,Gas,2025-01-31,MasterCard,Everything weight environment across.
fd9c6dad-e53e-4eda-b0b0-b6bcf4879126,Tesla,7.49,CarPayment,2025-02-08,AmEx,Suffer simple recently practice record.
bc066a33-7f2b-4a5d-a64d-330d78c87017,Equifax,108.99,CreditCard,2025-06-23,Visa,Couple drop seem.
ef6c33bd-3439-4196-a339-5b780c8524b1,General Dynamics,17.33,Defense,2025-02-18,PayPal,Last almost thought space.
b54070ce-e66f-4721-a636-309c4b39d2f8,Marriott International,9.280000000000001,Hotel,2025-04-18,AmEx,Worry agency bring social.
0a8a932c-d57b-45b9-9f64-ac28de7a4a8f,Las Vegas Sands,26.61,Casino,2025-03-15,Visa,Night bring organization.
9aec20c1-7c80-49b6-9c28-6b5b2e02c525,Smucker (J.M.),11.87,Groceries,2025-01-12,Apple Pay,Certainly worker edge.
6f895974-06ea-4c13-8d9b-67b7084e635c,Mid-America Apartment Communities,13.41,Rent,2025-02-27,PayPal,New become perhaps surface.
308e1f73-f3d1-4b6f-960c-f6f493a3d315,Bio-Rad Laboratories,14.69,Health,2025-03-26,MasterCard,Hotel recognize town.
bb691ba2-0146-49cb-97b4-3cf34ee546e1,Campbell Soup Company,64.99,Groceries,2025-02-15,Apple Pay,Nothing eight herself either.
dd0ad9f1-1fbe-40a6-9464-f0ca1333f199,Micron Technology,30.99,Electronics,2025-06-15,Visa,Value idea system stop.
3c79c0dc-ec1d-4b6f-b8ce-d7d15e73bbf1,McCormick & Company,14.92,Groceries,2025-06-15,AmEx,Wish support interest.
369f401e-221d-4491-8143-a6e639300600,Ulta Beauty,37.7,Beauty,2025-02-23,AmEx,Ask away require for administration now.
8792273c-020f-4dd7-83d0-274a97957912,UnitedHealth Group,50.37,HealthInsurance,2025-03-27,AmEx,Have image this.
6cfc4c71-d4da-40f6-a785-5b77946576cc,Gartner,12.73,Consulting,2025-01-24,PayPal,Wife training pull maintain develop.
26efec45-851c-4c95-a5d7-9b699b2f958b,Merck & Co.,21.35,Pharmacy,2025-02-05,PayPal,Material situation perform human.
ba37113d-02f9-4cc0-ae5b-6aa222de96e7,Amazon,5.2,Shopping,2025-05-27,AmEx,Car thing difficult official newspaper.
8456bcbf-7602-4423-8c93-1c589a7ff650,Goldman Sachs,7.99,Investments,2025-06-04,Apple Pay,Station purpose statement sign mean.
fc674240-6435-4a67-92ca-e79ca5a5a35c,"Nasdaq, Inc.",45.72,Investments,2025-01-17,PayPal,Assume manager bad.
50d15174-4f8d-482d-b2af-e698370d64b1,Amazon,8.01,Shopping,2025-03-31,AmEx,Hit fund enough state east fear.
93a8ab88-d0af-4542-b90e-ecfdd5d61e4c,PG&E Corporation,29.79,Electric,2025-05-11,Visa,Today over opportunity as material reality.
e42ebed4-93d4-46c4-8f33-b78069a4d2e6,Robert Half,49.38,Consulting,2025-03-11,AmEx,School international job.
f100631d-be64-483e-b8c7-6f51e415cac9,ViacomCBS,9.52,Media,2025-04-06,Visa,Development she maintain involve record.
028ffab2-2dae-44d2-9714-b6b51490e011,Expedia Group,33.51,Travel,2025-04-24,AmEx,Improve body age entire accept everyone.
b84b57ee-5138-4269-b17b-f5ae3490da01,Dover Corporation,11.86,Maintenance,2025-03-07,Visa,Western reach at style.
d3df0250-f8c2-41cb-bf34-2cf7aa71a956,Ulta Beauty,131.79,Beauty,2025-05-13,MasterCard,Challenge or local source.
aa04e54b-f294-43c1-a68e-136125a39dc8,Edison International,26.43,Electric,2025-03-19,AmEx,Prove number begin cell.
cba170be-a37f-4659-b0d4-991b437e144b,Discover Financial Services,65.59,CreditCard,2025-03-26,Apple Pay,Treat southern rock rate work.
0163222e-aa02-459b-99c0-306ff6224414,NVIDIA,31.96,Electronics,2025-06-18,MasterCard,End another appear none.
67ed7264-f446-4688-89e0-2cfcd3c9b353,Huntington Ingalls Industries,6.78,Defense,2025-05-17,PayPal,Nice tonight street professor morning.
37e794bc-5eef-4f22-92a2-58588ab7d32e,Republic Services,40.11,Trash,2025-03-08,Apple Pay,Mr information same sure.
a85e914e-fcf3-4388-8512-74b6d444af8f,Ulta Beauty,120.97,Beauty,2025-04-06,Visa,Model institution never.
84081020-9909-4745-96ab-90505a97f6de,Laboratory Corporation of America,36.81,MedicalSupplies,2025-05-31,Visa,None lose box tree positive.
5298f60b-9b28-4419-85ba-b127661f25d8,Enphase Energy,68.41,Electric,2025-03-03,PayPal,Yet poor room never person.
01e4c3ae-b7cd-4168-8b33-0c54cabef281,Brown & Brown,86.24,Insurance,2025-02-26,Apple Pay,Kid growth huge catch class audience.
1c16ffda-0a2f-4ab8-95d7-b7d546bcd443,Allegion,10.35,Hardware,2025-05-27,MasterCard,Level wrong here.
4ee94e99-8ce0-444f-8759-fe5a7df2c0c9,United Rentals,9.53,Equipment,2025-05-20,Visa,Natural lay under wind.
a6d68a61-e345-4d3b-965f-a9d5ffdfbb1e,Danaher Corporation,37.77,Health,2025-07-02,PayPal,System pretty green.
3eeac90b-2f7c-4ec6-9e50-1b0ae6f8423c,American Tower,21.18,Utilities,2025-04-09,MasterCard,Firm seat this seem people let.
e56af211-37b6-4628-8f60-a26d7ab2156e,Dollar Tree,73.27,Groceries,2025-04-07,PayPal,Lose team agent mention whatever.
19e7f302-49e7-4bcf-aee1-7194946b30f4,Kinder Morgan,92.11,Gas,2025-03-31,Visa,Since research soldier.
00fa4558-276b-447f-8ea6-f4306d077d50,PayPal,17.44,FinanceCharges,2025-07-03,MasterCard,Company more bar ten.
1b6995b5-dc45-4495-b8c4-b61b63794cd2,Fortinet,10.81,Software,2025-03-07,Apple Pay,Dream hair of rise place early senior.
98f40d56-da2f-483d-aecd-8c993eeb09cd,IDEXX Laboratories,60.66,Veterinary,2025-05-26,PayPal,Kid fall model in perhaps.
09f70d76-c2a8-4584-be28-c8ffe8bd8e05,Mid-America Apartment Communities,12.85,Rent,2025-02-19,AmEx,Get hand apply week.
8f0bce8e-1404-47b3-aa8f-ca1e5e1ad452,F5 Networks,69.18,Software,2025-05-30,AmEx,Also quite seven bed amount hear.
bc025c11-7409-430d-b189-bdf12491102c,Rollins,22.05,PestControl,2025-01-15,Visa,Under door south decade.
f869d6fe-6a26-4328-9fe0-b78f03bd85c9,DTE Energy,44.05,Electric,2025-07-03,PayPal,Student stock network.
f0771b37-8bba-4445-8d15-fde45ca779a7,American Tower,9.02,Utilities,2025-05-30,Apple Pay,Ten tough his result fight.
d44b799d-15b4-4d68-90de-0098a2d1ad08,Simon Property Group,39.11,Rent,2025-05-17,MasterCard,If yourself partner student above cause.
4ddd1d91-b74d-43da-ae61-a4890c663ca0,"NVR, Inc.",24.04,Mortgage,2025-05-14,MasterCard,New environment gas bank chair.
17244c6e-9c81-4e01-b40b-39d70c50d9de,Discover Financial Services,35.33,CreditCard,2025-01-25,PayPal,Society husband structure score ever.
4ac62136-dd72-4b97-9365-55a82bb455da,L3Harris Technologies,7.36,Defense,2025-07-05,Visa,Decide style class sound cup.
3d943f9e-052b-41d0-a781-77c6b7dcadf8,IQVIA,53.4,MedicalSupplies,2025-06-07,MasterCard,Audience system among front type heart.
d78a74ca-30a4-49cd-81d9-2bfa67d2d19f,Morgan Stanley,79.45,Investments,2025-07-08,MasterCard,Lot what door approach.
590905cd-4f84-43fb-aba1-6b46b76d1420,DaVita Inc.,9.77,Health,2025-02-05,AmEx,However first character.
31e3c6f4-37f9-4f43-9c03-c8d09de58e88,Progressive Corporation,9.02,AutoInsurance,2025-01-27,AmEx,Little ask news.
e07103f0-ca87-4b23-b895-baf4d1460d31,Hilton Worldwide,5.96,Hotel,2025-04-05,AmEx,Resource south record.
7091fe32-111a-4355-a8d1-2f986ce88e88,International Business Machines,41.09,Computer,2025-05-07,MasterCard,Financial become quite newspaper analysis pretty.
2fb31d80-069d-449a-8de6-7b0f60a5f0e4,Intuit,37.37,Software,2025-04-24,Apple Pay,Thousand already though next team recognize.
9e330048-1829-4b95-b7fc-e1c56a85a504,Target,31.65,Groceries,2025-02-01,PayPal,House gun per degree work personal.
3624a273-ed06-4fc9-a8f2-159f91917952,Microsoft,10.56,Software,2025-06-14,Visa,Inside position traditional mean specific.
4e44a194-a082-47f1-b93a-5407dd7a87f0,Kroger,19.83,Groceries,2025-01-22,AmEx,Another share goal father election.
31716f0c-b8b3-4e5c-8ed6-e8e76381abee,Match Group,36.1,Dating,2025-01-26,Apple Pay,Thank job glass.
36eed7ba-4b5d-4dff-9cfc-bdf858f6eb3e,"Nasdaq, Inc.",27.47,Investments,2025-04-29,AmEx,Leader media yourself.
5732fc1b-ee15-408b-8e81-cdb519a3d699,PepsiCo,176.21,Drinks,2025-06-13,PayPal,Though now shake mind.
b5ef784a-1a38-423c-966b-001588a57015,Analog Devices,5.87,Electronics,2025-04-15,AmEx,Friend his side.
d462e1e7-8a55-4aa7-ab4c-d211bfb65858,NortonLifeLock,47.52,SecuritySystem,2025-04-18,AmEx,While if art.
2bb35c84-7b87-437c-8c4b-2a095ff5c196,Devon Energy,20.72,Gas,2025-01-24,AmEx,Here drop medical art threat relationship.
c05b6d62-5c0c-4d8e-8a17-d1003ad5c7e4,Chubb Limited,22.36,Insurance,2025-06-02,Apple Pay,If voice song forward.
97d3845e-4db4-4669-bbec-6797f68da987,Schlumberger,50.58,Gas,2025-05-10,Visa,Become interview camera return recently language.
e4a58bbf-e6a3-431f-be3f-90618e99eb5a,Stryker Corporation,47.16,MedicalSupplies,2025-02-07,PayPal,Difference friend beyond hit.
3670cce3-c269-4c9e-9367-873aca42c986,Oracle Corporation,189.58,Software,2025-04-20,MasterCard,Ask foot check interest positive simply.
9e80b27f-c77b-40e9-ae15-b0811b0cb853,Qorvo,5.5,Electronics,2025-07-04,PayPal,Just else site expect.
f5f4a284-9824-4c66-a43e-a9ef5bfd9819,eBay,9.4,Shopping,2025-05-05,PayPal,Task image son born hot.
ef4d3a82-16c2-48c9-9725-9dfb631d7f4b,Halliburton,51.54,Gas,2025-04-02,Visa,Than must decision fact product doctor.
0a74af5e-fe1c-4fbb-9858-c24ecfffd2ce,Micron Technology,34.55,Electronics,2025-02-14,MasterCard,Read write serve whose great.
ca8d7faf-1910-4db9-8269-1d4508f9a56a,ExxonMobil,12.82,Gas,2025-05-15,Apple Pay,Debate big one impact miss.
0202959f-4629-41b7-8e69-132ba1a83d3d,Northrop Grumman,8.31,Defense,2025-03-11,AmEx,Strong take identify.
6dd30cc6-a69a-448d-872b-66f3dabd3c8f,KLA Corporation,8.58,Electronics,2025-04-25,MasterCard,Me public once magazine recently car.
756829f7-de78-4ac4-805d-18acde6af394,The Trade Desk,89.84,Advertising,2025-01-23,Apple Pay,Man market trial.
77525998-2a36-452a-9958-4de449eecc1e,Charles Schwab Corporation,8.52,InvestmentFees,2025-04-26,Visa,Entire interview stay author.
03daf552-3127-467e-8a7d-4955c8e0e2c4,Invitation Homes,15.63,Rent,2025-06-08,AmEx,Believe rest water bit.
bdbecb92-4ef4-48bd-9517-cc72616b27fc,Quest Diagnostics,10.28,MedicalSupplies,2025-02-17,MasterCard,Under drive same still magazine because.
5ba6ead1-a06f-431b-8079-ffe67eb801de,Yum! Brands,17.54,DiningOut,2025-01-17,AmEx,President bar decision.
4ef63a7e-9f5d-4fc7-9d7d-c200452ea165,Omnicom Group,7.88,Marketing,2025-06-18,MasterCard,Address care ground grow capital possible.
01f13931-2af6-404b-a121-67edcddc9e96,Fidelity National Information Services,29.28,FinanceCharges,2025-05-14,AmEx,Enough much government.
1fbca2d3-9967-447b-b2f9-77c0a33a640d,Hewlett Packard Enterprise,7.8,Computer,2025-04-17,AmEx,Once mention full word here.
e243d536-2b09-4c0a-b963-9e57e5f4f60d,Devon Energy,64.45,Gas,2025-02-11,AmEx,Project say before one.
b540cbd7-5969-4484-b64c-21ce68557385,Interpublic Group,10.65,Marketing,2025-06-10,PayPal,Six treatment near fish pressure face.
87626c16-ebb7-4878-895d-dc07ce46ce15,Ameriprise Financial,31.06,FinanceCharges,2025-01-29,Apple Pay,Middle put word.
7993c325-8d91-4d99-808e-62a81e2643c5,Microchip Technology,84.84,Electronics,2025-02-02,Visa,Trade huge box protect.
1ff74f76-b81f-4ab7-b1b3-68435552b230,Invitation Homes,42.09,Rent,2025-05-22,Apple Pay,Charge spend impact seem under.
d9c2ecf4-9cf3-4bd2-b0d6-c7c4c468857c,Boeing,30.45,Travel,2025-01-17,PayPal,Capital away task half full.
877fe639-72de-41ba-96c5-0f520dd0e443,Live Nation Entertainment,15.68,Events,2025-04-25,PayPal,Even employee quickly.
7d285731-459f-46d4-a621-65bef4343cb7,Ameriprise Financial,16.2,FinanceCharges,2025-06-02,MasterCard,Staff body be employee.
8d1cc894-0ab6-4c85-aa2f-4b1de5fc7e25,Citigroup,44.28,BankFees,2025-04-14,PayPal,Wonder program operation green general them administration.
5acb8c4c-c801-4eff-aaef-3570638d5b80,Medtronic,205.58,MedicalSupplies,2025-03-15,MasterCard,Team hand speech poor expert including.
54bb52b1-521e-4000-be8e-c8b4e7fc3596,EOG Resources,43.37,Gas,2025-05-25,Visa,Top defense Mr city skill.
9f410b63-ae29-41cb-955b-c9828f60b2d0,JPMorgan Chase,32.64,BankFees,2025-04-16,MasterCard,Until social kind building they.
81328d0d-f678-4810-bc8b-d5bd99573daa,Entergy,52.47,Utilities,2025-01-29,Visa,According ok population beat.
24924775-9867-42a9-9061-3ad2a020531c,Abbott Laboratories,25.03,Pharmacy,2025-03-17,AmEx,Available anyone plan its left.
